,AUC,Pos.vs.Neg.,Cutoff-Threshold,Sensitivity,Specificity,Test,p-value
wavelet2-LH_ngtdm_Coarseness,0.6557485071041252,>,0.0018024151163729,0.6088235294117647,0.6102683780630105,mann-whitney U-test,3.95692494654108e-17
exponential_glszm_ZoneVariance,0.6557382112705059,<,22248.047783933514,0.6114352392065344,0.6088235294117648,mann-whitney U-test,3.9757428249124464e-17
log-sigma-2-mm-3D_ngtdm_Strength,0.6555425904317386,>,0.0742502559647544,0.5970588235294118,0.5974329054842473,mann-whitney U-test,4.3505286922047265e-17
wavelet-LH_glrlm_GrayLevelNonUniformity,0.6555082709863409,<,783.6515972368857,0.6207701283547258,0.6176470588235294,mann-whitney U-test,4.4197826991707095e-17
log-sigma-2-mm-3D_ngtdm_Coarseness,0.6554464959846249,>,0.0022400323405241,0.6147058823529412,0.61610268378063,mann-whitney U-test,4.5471909214926475e-17
wavelet2-HH_gldm_DependenceNonUniformity,0.6553195140366531,<,915.667482260827,0.6137689614935823,0.6147058823529412,mann-whitney U-test,4.820570317344724e-17
exponential_glcm_DifferenceEntropy,0.654434072345391,>,0.107594388946138,0.6176470588235294,0.6184364060676779,mann-whitney U-test,5.167169697593651e-17
log-sigma-0-6-mm-3D_ngtdm_Coarseness,0.6550964376415678,>,0.0011125427945473,0.6205882352941177,0.6219369894982497,mann-whitney U-test,5.3406308125552105e-17
log-sigma-0-6-mm-3D_gldm_GrayLevelNonUniformity,0.6550792779188687,<,2086.790725326992,0.617269544924154,0.6176470588235294,mann-whitney U-test,5.382854048823856e-17
exponential_glcm_Idm,0.6539913514997598,<,0.9930221512983454,0.6184364060676779,0.6176470588235294,mann-whitney U-test,6.336224252728269e-17
log-sigma-0-6-mm-3D_glrlm_GrayLevelNonUniformity,0.6547120598531128,<,996.2801634283276,0.617269544924154,0.6147058823529412,mann-whitney U-test,6.369617289850231e-17
log-sigma-3-mm-3D_firstorder_TotalEnergy,0.6546743084631752,<,3930470171.8658657,0.6079346557759626,0.6088235294117648,mann-whitney U-test,6.480653570139979e-17
log-sigma-0-6-mm-3D_gldm_DependenceNonUniformity,0.6546674445740956,<,708.5633769322235,0.6231038506417736,0.6176470588235294,mann-whitney U-test,6.501046094351912e-17
exponential_gldm_LowGrayLevelEmphasis,0.6536824764911798,<,0.9924084227931628,0.6254375729288215,0.6264705882352941,mann-whitney U-test,7.302682888320257e-17
wavelet2-HH_gldm_GrayLevelNonUniformity,0.654279634841101,<,2069.2123337363964,0.6184364060676779,0.6176470588235294,mann-whitney U-test,7.762083716799789e-17
squareroot_ngtdm_Coarseness,0.6542590431738623,>,0.0027948849290154,0.6058823529411764,0.6056009334889147,mann-whitney U-test,7.835402258451927e-17
original_shape_LeastAxisLength,0.6540016473333791,<,34.76064926468807,0.6009334889148191,0.6,mann-whitney U-test,8.811578997955366e-17
log-sigma-2-mm-3D_firstorder_TotalEnergy,0.6539844876106802,<,4110405188.265737,0.6091015169194866,0.611764705882353,mann-whitney U-test,8.8807631805394e-17
wavelet-HH_gldm_GrayLevelNonUniformity,0.653941588303933,<,2044.505991685009,0.6184364060676779,0.6205882352941177,mann-whitney U-test,9.056074768751039e-17
log-sigma-0-6-mm-3D_firstorder_TotalEnergy,0.6538437778845494,<,4278152601.48746,0.6114352392065344,0.6058823529411765,mann-whitney U-test,9.468650962272629e-17
wavelet-HH_gldm_DependenceNonUniformity,0.6538266181618504,<,955.9499489274772,0.6137689614935823,0.6147058823529412,mann-whitney U-test,9.542919704341947e-17
wavelet-HH_ngtdm_Coarseness,0.653757979271055,>,0.0009613685609218,0.6147058823529412,0.6184364060676779,mann-whitney U-test,9.845782434566649e-17
wavelet2-HH_ngtdm_Coarseness,0.6537065001029583,>,0.0010994959777333,0.6088235294117647,0.6126021003500584,mann-whitney U-test,1.0079131051022375e-16
exponential_gldm_DependenceNonUniformityNormalized,0.6536001098222253,<,0.5494055937455739,0.6231038506417736,0.6235294117647059,mann-whitney U-test,1.0578802143230089e-16
original_shape_VoxelVolume,0.6535005834305718,<,47797.81388554682,0.6079346557759626,0.6058823529411765,mann-whitney U-test,1.1068311643736886e-16
original_shape_MeshVolume,0.6534937195414922,<,47542.95753723249,0.6079346557759626,0.6058823529411765,mann-whitney U-test,1.1102882449507032e-16
wavelet-HL_firstorder_TotalEnergy,0.6531402292538953,<,4248686795.263116,0.6137689614935823,0.6058823529411765,mann-whitney U-test,1.3034842492297488e-16
wavelet-HH_glrlm_GrayLevelNonUniformity,0.6531299334202758,<,1120.1927440093727,0.6114352392065344,0.611764705882353,mann-whitney U-test,1.3095819195201468e-16
exponential_glcm_JointEntropy,0.6523886333996841,>,0.1507528724438151,0.6205882352941177,0.6207701283547258,mann-whitney U-test,1.3195513674071129e-16
wavelet2-HH_firstorder_TotalEnergy,0.6530887500857986,<,4312293474.966623,0.6091015169194866,0.6058823529411765,mann-whitney U-test,1.3342551133775607e-16
wavelet-HH_firstorder_TotalEnergy,0.6530578625849407,<,4317805649.847471,0.6091015169194866,0.6058823529411765,mann-whitney U-test,1.3530602577574594e-16
wavelet2-HH_glrlm_GrayLevelNonUniformity,0.6524984556249571,<,1015.3167190352768,0.6067677946324388,0.6088235294117648,mann-whitney U-test,1.7425881797243663e-16
exponential_glcm_SumEntropy,0.6517502917152859,>,0.1333820492018254,0.6205882352941177,0.6196032672112018,mann-whitney U-test,1.7636638308633603e-16
exponential_glcm_Id,0.6516816528244904,<,0.9934304994724624,0.6126021003500584,0.6147058823529412,mann-whitney U-test,1.819417801721009e-16
wavelet-LH_firstorder_TotalEnergy,0.6520900542247238,<,4325058279.165687,0.5997666277712952,0.6029411764705883,mann-whitney U-test,2.094908527416324e-16
log-sigma-3-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.6520831903356442,>,340.441712360673,0.6176470588235294,0.6172695449241541,mann-whitney U-test,2.101393194137632e-16
wavelet2-HL_firstorder_TotalEnergy,0.6520831903356441,<,4262584141.781431,0.6091015169194866,0.6058823529411765,mann-whitney U-test,2.101393194137632e-16
logarithm_ngtdm_Coarseness,0.6520763264465645,>,0.0024513019213347,0.611764705882353,0.6126021003500584,mann-whitney U-test,2.1078976478676425e-16
wavelet2-HH_glszm_LargeAreaEmphasis,0.6516507653236323,<,5353.823255813953,0.6137689614935823,0.611764705882353,mann-whitney U-test,2.5524118408804003e-16
log-sigma-2-mm-3D_ngtdm_Busyness,0.6516027181000754,<,8.302448586642038,0.5927654609101517,0.5970588235294118,mann-whitney U-test,2.6080680759829855e-16
exponential_firstorder_Uniformity,0.6505628389045233,<,0.9813738836963524,0.6242707117852976,0.6264705882352941,mann-whitney U-test,3.0158872255675077e-16
square_glszm_GrayLevelNonUniformityNormalized,0.6509884000274555,<,0.2143210225266577,0.6044340723453909,0.6058823529411765,mann-whitney U-test,3.4339451739516277e-16
wavelet-HL_glrlm_GrayLevelNonUniformity,0.650906033358501,<,814.4442261321898,0.6079346557759626,0.6088235294117648,mann-whitney U-test,3.5631418728629995e-16
wavelet2-HL_glrlm_GrayLevelNonUniformity,0.6506005902944608,<,662.3077946539515,0.6126021003500584,0.611764705882353,mann-whitney U-test,4.083705593499468e-16
wavelet-HL_ngtdm_Coarseness,0.6505799986272222,>,0.0013989230683454,0.6088235294117647,0.6091015169194867,mann-whitney U-test,4.1213801675887207e-16
wavelet2-LH_firstorder_TotalEnergy,0.6503878097329947,<,4293823299.456831,0.6021003500583431,0.6029411764705883,mann-whitney U-test,4.489942757042527e-16
log-sigma-3-mm-3D_firstorder_Minimum,0.6502882833413411,<,-166.59246826171875,0.6021003500583431,0.6,mann-whitney U-test,4.693382777914185e-16
original_ngtdm_Coarseness,0.6502573958404833,>,0.00280020112041,0.6029411764705882,0.603267211201867,mann-whitney U-test,4.758346866186065e-16
original_shape_MinorAxisLength,0.6500205916672386,<,41.495030293347135,0.6161026837806302,0.6147058823529412,mann-whitney U-test,5.28673348739797e-16
log-sigma-2-mm-3D_gldm_DependenceNonUniformity,0.6500205916672386,<,641.7498244792886,0.6102683780630105,0.611764705882353,mann-whitney U-test,5.28673348739797e-16
log-sigma-3-mm-3D_gldm_DependenceNonUniformity,0.649969112499142,<,671.7859424920127,0.6091015169194866,0.6088235294117648,mann-whitney U-test,5.409034289854825e-16
log-sigma-3-mm-3D_firstorder_Energy,0.649800947216693,<,354854817.9652195,0.5997666277712952,0.6029411764705883,mann-whitney U-test,5.82830434633196e-16
log-sigma-0-6-mm-3D_firstorder_Energy,0.6497666277712952,<,385111823.1939327,0.6079346557759626,0.6088235294117648,mann-whitney U-test,5.917724103878825e-16
log-sigma-2-mm-3D_firstorder_Energy,0.649722012492278,<,367754318.9447796,0.6126021003500584,0.6088235294117648,mann-whitney U-test,6.035993342592929e-16
log-sigma-3-mm-3D_glrlm_HighGrayLevelRunEmphasis,0.6496259180451645,>,26.799803884815567,0.5970588235294118,0.5997666277712952,mann-whitney U-test,6.29869442566625e-16
wavelet-HH_firstorder_Energy,0.6493959777609994,<,388395145.8018696,0.603267211201867,0.6058823529411765,mann-whitney U-test,6.9739018095252395e-16
wavelet2-HH_firstorder_Energy,0.6493273388702038,<,387135734.9957417,0.6044340723453909,0.6058823529411765,mann-whitney U-test,7.188935734625179e-16
log-sigma-3-mm-3D_glcm_SumAverage,0.6492724277575674,>,10.414885900136817,0.6029411764705882,0.6067677946324388,mann-whitney U-test,7.365655126129747e-16
log-sigma-3-mm-3D_glcm_JointAverage,0.6492724277575674,>,5.207442950068408,0.6029411764705882,0.6067677946324388,mann-whitney U-test,7.365655126129747e-16
wavelet-HL_firstorder_Energy,0.6491591735877549,<,384637010.3854552,0.6079346557759626,0.6088235294117648,mann-whitney U-test,7.743765847968731e-16
logarithm_gldm_GrayLevelNonUniformity,0.648987576360766,<,1001.0111888111888,0.5997666277712952,0.5970588235294118,mann-whitney U-test,8.353381691812184e-16
square_glrlm_ShortRunHighGrayLevelEmphasis,0.6489704166380672,>,3.978518901329524,0.6,0.5997666277712952,mann-whitney U-test,8.416883454692733e-16
wavelet-LH_firstorder_Energy,0.6487473402429816,<,385876510.5661033,0.6067677946324388,0.6088235294117648,mann-whitney U-test,9.286983397980906e-16
log-sigma-3-mm-3D_gldm_HighGrayLevelEmphasis,0.6486787013521861,>,27.70949403069926,0.6029411764705882,0.603267211201867,mann-whitney U-test,9.572112782514119e-16
log-sigma-3-mm-3D_glcm_Autocorrelation,0.6486375180177087,>,27.520963395258,0.6029411764705882,0.6021003500583431,mann-whitney U-test,9.747311919795237e-16
wavelet-HL_gldm_GrayLevelNonUniformity,0.648222252728396,<,1696.167444963309,0.6067677946324388,0.6058823529411765,mann-whitney U-test,1.1700204039885117e-15
wavelet2-HL_firstorder_Energy,0.648174205504839,<,383207344.9658809,0.6079346557759626,0.6088235294117648,mann-whitney U-test,1.1949664902231055e-15
